Facility,Barrows,Dascomb,Fairchild,Kahn,Price
2015-11-09 12:45,4.385,5.91251,0.32125,9.6,2.80383
2015-11-09 13:00,3.525,6.27998,0.325,8.95,2.45174
2015-11-09 13:15,4.035,6.415,0.53125,10.0,2.38444
2015-11-09 13:30,3.925,6.0575,0.39375,10.175,2.52638
2015-11-09 13:45,3.49,6.81501,0.4275,10.45,2.59907
2015-11-09 14:00,2.63,6.43002,0.52375,12.1,3.0246
2015-11-09 14:15,2.595,6.14749,0.56875,11.475,2.82874
2015-11-09 14:30,2.755,8.315,0.45625,12.05,2.58271
2015-11-09 14:45,2.625,7.5625,0.42,11.025,2.59234
2015-11-09 15:00,3.225,7.9925,0.44375,13.325,2.81166
2015-11-09 15:15,5.42,8.6975,0.72375,12.475,2.76195
2015-11-09 15:30,6.02,7.505,0.6225,13.975,2.99558
2015-11-09 15:45,4.515,7.84248,0.68375,13.225,2.82538
2015-11-09 16:00,3.66,7.03,0.68625,12.975,2.87932
2015-11-09 16:15,3.885,7.975,0.62375,12.875,2.77493
2015-11-09 16:30,4.04,6.815,0.8075,12.1,2.76667
2015-11-09 16:45,3.89,7.885,0.84,13.15,2.8658
2015-11-09 17:00,4.07,9.0,0.85875,13.35,2.80181
2015-11-09 17:15,5.64,11.06749,0.77125,13.8,3.55649
2015-11-09 17:30,5.375,10.245,0.78625,14.875,3.82953
2015-11-09 17:45,4.58,9.84753,1.03875,16.65,3.81802
2015-11-09 18:00,3.315,8.2825,1.3275,18.875,4.03961
2015-11-09 18:15,3.24,8.67499,1.19625,19.225,4.10937
2015-11-09 18:30,3.23,8.02498,0.9525,17.85,3.74112
2015-11-09 18:45,3.225,6.56,0.9225,16.575,3.36744
2015-11-09 19:00,4.19,6.59,0.9575,15.15,3.04929
2015-11-09 19:15,4.405,6.9725,1.365,14.55,3.39313
2015-11-09 19:30,4.46,7.705,2.03,14.25,3.77852
2015-11-09 19:45,3.95,7.435,2.03,14.1,4.40607
2015-11-09 20:00,3.15,8.09248,1.77625,14.325,4.35742
2015-11-09 20:15,3.17,8.12749,1.2775,14.175,4.22018
2015-11-09 20:30,3.21,8.2875,0.90125,17.975,3.72299
2015-11-09 20:45,3.335,6.87,0.66625,19.225,3.40675
2015-11-09 21:00,3.21,7.8375,0.7175,19.35,3.56115
2015-11-09 21:15,3.31,8.6125,0.78,17.8,3.97079
2015-11-09 21:30,4.245,10.56746,0.67125,17.0,4.23618
2015-11-09 21:45,4.345,9.39,1.06375,18.325,3.90966
2015-11-09 22:00,4.515,11.22495,1.25375,19.375,3.67703
2015-11-09 22:15,3.55,9.87494,2.02125,17.425,3.51047
2015-11-09 22:30,3.705,9.2225,2.0625,19.675,3.41693
2015-11-09 22:45,3.595,8.81,1.96875,19.8,3.40475
2015-11-09 23:00,3.98,9.6975,1.45625,19.075,3.24226
2015-11-09 23:15,4.755,10.55754,1.00875,17.575,3.46078
2015-11-09 23:30,5.025,11.67003,1.3175,16.75,3.19122
2015-11-09 23:45,5.02,10.845,1.385,17.1,3.48622
2015-11-10 00:00,4.57,9.95252,1.8,14.775,3.48804
2015-11-10 00:15,4.09,9.60747,2.16125,14.675,3.08615
2015-11-10 00:30,3.965,8.3125,2.355,13.525,3.16808
2015-11-10 00:45,4.43,8.85498,2.0525,13.2,2.92105
2015-11-10 01:00,4.195,10.13244,1.165,13.025,2.85809
2015-11-10 01:15,3.43,8.7775,1.08875,12.95,3.02621
2015-11-10 01:30,3.03,8.48001,1.08125,13.35,2.86424
2015-11-10 01:45,2.905,8.57746,1.04375,14.075,2.81396
2015-11-10 02:00,2.745,8.305,0.98125,13.375,2.6581
2015-11-10 02:15,2.78,9.20997,0.7925,13.575,2.71613
2015-11-10 02:30,2.51,7.5075,0.8425,12.85,2.5421
2015-11-10 02:45,2.585,7.02002,0.8275,13.125,2.75064
2015-11-10 03:00,2.465,5.85001,0.75375,10.7,2.59056
2015-11-10 03:15,2.435,5.2725,0.75125,10.55,2.51499
2015-11-10 03:30,2.395,5.495,0.79875,10.425,2.55478
2015-11-10 03:45,2.65,5.60501,0.7925,10.1,2.48494
2015-11-10 04:00,2.81,5.67998,0.79875,10.275,2.52811
2015-11-10 04:15,2.92,5.16,0.76,9.775,2.37744
2015-11-10 04:30,2.88,5.6325,0.7425,10.275,2.55831
2015-11-10 04:45,2.815,5.905,0.77625,9.675,2.45887
2015-11-10 05:00,2.79,6.24251,0.72,9.95,2.33325
2015-11-10 05:15,2.75,5.51496,0.75625,9.875,2.17945
2015-11-10 05:30,2.66,5.55502,0.82375,9.625,2.19121
2015-11-10 05:45,2.735,5.515,0.7375,10.125,2.22629
2015-11-10 06:00,2.77,5.66749,0.76625,10.375,2.57592
2015-11-10 06:15,2.795,5.86503,0.745,10.25,2.7744
2015-11-10 06:30,2.75,5.75998,0.68625,10.3,2.68779
2015-11-10 06:45,2.77,5.77998,0.7175,9.625,2.62684
2015-11-10 07:00,2.695,5.65,0.655,10.1,2.73129
2015-11-10 07:15,2.73,6.67251,0.7525,10.675,2.57095
2015-11-10 07:30,2.755,6.12248,0.89125,11.625,2.40532
2015-11-10 07:45,2.71,7.68249,0.63875,10.725,2.50678
2015-11-10 08:00,2.9,7.44751,0.58,11.45,2.55538
2015-11-10 08:15,3.02,7.66247,0.92375,12.2,2.64052
2015-11-10 08:30,3.025,7.33251,1.00875,12.65,2.64755
2015-11-10 08:45,2.86,8.00001,0.80125,13.425,2.78367
2015-11-10 09:00,3.075,7.45498,0.635,12.55,2.70924
2015-11-10 09:15,2.825,7.3525,0.8575,13.0,2.66415
2015-11-10 09:30,2.54,8.15503,0.92,11.875,2.55623
2015-11-10 09:45,2.87,7.24252,0.70625,12.525,2.55542
2015-11-10 10:00,3.08,8.21248,0.68,11.7,2.57965
2015-11-10 10:15,2.915,8.0425,0.97875,12.1,2.6935
2015-11-10 10:30,4.06,7.72249,0.74125,11.825,2.79189
2015-11-10 10:45,5.16,8.67247,0.52,11.925,2.54506
2015-11-10 11:00,5.1,8.97001,0.56875,12.325,2.51811
2015-11-10 11:15,3.76,8.2475,0.73625,15.25,2.25636
2015-11-10 11:30,3.02,8.86249,0.86875,15.725,2.05153
2015-11-10 11:45,3.245,8.61752,1.73125,15.475,2.20944
2015-11-10 12:00,3.595,8.6675,1.87,15.725,2.26263
2015-11-10 12:15,4.23,9.25247,1.15375,12.9,2.68138
2015-11-10 12:30,3.86,9.90752,0.95375,13.65,2.60291
2015-11-10 12:45,2.93,8.6625,0.82875,13.35,2.83232
2015-11-10 13:00,3.64,8.05751,0.95625,12.475,2.82427
2015-11-10 13:15,3.655,7.105,0.4675,12.75,2.80448
2015-11-10 13:30,3.065,6.085,0.54875,11.875,2.74628
2015-11-10 13:45,2.425,6.51001,0.73375,12.775,3.01605
2015-11-10 14:00,2.315,6.165,0.675,11.775,2.73469
2015-11-10 14:15,2.585,7.00499,0.87125,13.25,2.67988
2015-11-10 14:30,2.475,8.02746,0.69375,11.65,3.51403
2015-11-10 14:45,2.86,7.53,0.6125,12.6,3.85183
2015-11-10 15:00,2.81,8.65004,0.85125,11.9,3.82164
2015-11-10 15:15,2.79,7.74,0.92,12.925,3.26453
2015-11-10 15:30,2.92,7.205,0.93875,13.075,2.67562
2015-11-10 15:45,2.755,8.665,0.8675,13.175,2.78876
2015-11-10 16:00,2.97,9.10749,1.01625,14.05,3.34947
2015-11-10 16:15,4.07,8.5325,1.05375,14.1,2.89382
2015-11-10 16:30,4.36,8.90746,0.86,13.9,2.7819
2015-11-10 16:45,4.53,8.00751,1.005,13.425,3.08691
2015-11-10 17:00,3.765,8.77503,1.17125,13.5,3.79762
2015-11-10 17:15,4.96,8.84,1.19375,14.7,4.21372
2015-11-10 17:30,5.725,8.59,1.0575,15.025,3.93344
2015-11-10 17:45,6.23,9.9275,1.45375,15.25,3.70855
2015-11-10 18:00,4.62,8.92251,1.395,17.45,3.32336
2015-11-10 18:15,4.67,9.235,1.23,17.5,3.14674
2015-11-10 18:30,4.795,9.6675,1.03375,18.125,3.13004
2015-11-10 18:45,4.575,9.68999,1.0325,16.95,2.93788
2015-11-10 19:00,3.445,8.7875,0.945,17.45,3.02965
2015-11-10 19:15,3.485,8.505,0.86625,16.45,3.19515
2015-11-10 19:30,3.315,8.52253,0.89625,16.5,3.83135
2015-11-10 19:45,3.195,7.77751,0.87625,15.225,4.79973
2015-11-10 20:00,3.245,7.90501,0.91875,16.525,4.07833
2015-11-10 20:15,3.235,8.095,0.945,17.5,4.42071
2015-11-10 20:30,3.305,8.31,0.97375,17.275,4.40406
2015-11-10 20:45,3.155,7.9575,1.06625,16.6,4.22238
2015-11-10 21:00,3.225,8.73502,2.0325,15.35,4.23332
2015-11-10 21:15,3.51,7.05002,2.00375,14.125,3.33697
2015-11-10 21:30,3.485,8.86997,2.00875,15.375,3.30755
2015-11-10 21:45,3.565,7.9325,1.46625,14.2,3.25148
2015-11-10 22:00,3.815,9.06498,0.85125,15.65,3.28306
2015-11-10 22:15,4.02,9.57494,0.73875,14.825,3.44525
2015-11-10 22:30,3.9,8.24,0.7175,15.4,3.2263
2015-11-10 22:45,4.125,8.155,0.92,14.825,3.02618
2015-11-10 23:00,3.965,8.21754,0.7525,15.825,2.93323
2015-11-10 23:15,3.93,7.16502,0.9225,16.9,2.93696
2015-11-10 23:30,3.865,7.41249,1.09125,17.45,2.90316
2015-11-10 23:45,3.87,7.43,0.8125,18.2,3.3758
2015-11-11 00:00,3.995,7.91252,1.04625,16.4,3.65842
2015-11-11 00:15,3.815,7.63752,1.065,15.775,3.53878
2015-11-11 00:30,3.89,7.40001,1.14375,14.3,3.33938
2015-11-11 00:45,3.77,7.31498,1.0975,13.7,3.22828
2015-11-11 01:00,3.74,6.76,1.11,13.775,3.35462
2015-11-11 01:15,4.675,6.0125,0.9075,13.425,3.0149
2015-11-11 01:30,4.445,7.23999,0.74,12.375,3.19113
2015-11-11 01:45,3.93,8.98501,0.72375,12.6,3.32193
2015-11-11 02:00,3.195,7.2825,0.76125,11.55,2.97489
2015-11-11 02:15,3.16,7.56003,0.64375,12.125,2.87615
2015-11-11 02:30,3.145,6.77504,0.62,10.9,2.51979
2015-11-11 02:45,2.945,5.715,0.66625,11.175,2.66397
2015-11-11 03:00,2.895,5.74,0.6625,10.225,2.62989
2015-11-11 03:15,2.74,6.78752,0.85375,10.375,2.47703
2015-11-11 03:30,2.685,5.6575,1.55875,10.25,2.56435
2015-11-11 03:45,2.775,5.3,1.4325,10.425,2.50566
2015-11-11 04:00,2.79,5.53746,1.07625,10.475,2.50115
2015-11-11 04:15,2.72,5.70749,0.73375,10.475,2.42186
2015-11-11 04:30,3.03,6.28499,0.40375,9.85,2.3035
2015-11-11 04:45,2.865,6.0275,0.48875,10.55,2.57288
2015-11-11 05:00,2.805,5.51,0.4475,9.975,2.39361
2015-11-11 05:15,2.73,4.97,0.49875,10.5,2.41742
2015-11-11 05:30,2.72,5.035,0.43625,9.55,2.37897
2015-11-11 05:45,2.86,4.9725,0.39125,10.25,2.28174
2015-11-11 06:00,2.89,5.90747,0.53,10.275,2.5672
2015-11-11 06:15,2.855,5.185,0.43125,9.75,2.69804
2015-11-11 06:30,2.745,4.91,0.42625,9.95,2.65024
2015-11-11 06:45,2.95,5.2425,0.45875,9.975,2.73101
2015-11-11 07:00,2.825,5.16,0.41,9.225,2.6295
2015-11-11 07:15,2.88,5.31,0.4175,10.475,2.59392
2015-11-11 07:30,2.85,5.62751,0.56375,10.35,2.70443
2015-11-11 07:45,2.71,5.7325,0.5725,12.0,2.7575
2015-11-11 08:00,2.74,5.695,0.465,11.55,2.73126
2015-11-11 08:15,3.425,5.9225,0.48,12.1,2.64662
2015-11-11 08:30,3.315,6.785,0.54,12.575,2.48706
2015-11-11 08:45,3.125,6.89507,0.445,11.4,2.56454
2015-11-11 09:00,2.825,5.71251,0.475,10.775,2.45428
2015-11-11 09:15,2.905,5.93502,0.5625,10.55,2.40189
2015-11-11 09:30,2.935,6.105,0.66875,10.35,2.4663
2015-11-11 09:45,3.375,7.06498,0.6,10.625,2.7622
2015-11-11 10:00,3.105,6.5675,0.59,10.2,2.72995
2015-11-11 10:15,3.085,5.99,0.785,10.2,2.59962
2015-11-11 10:30,3.07,6.3925,0.59625,10.575,2.60653
2015-11-11 10:45,3.185,6.64751,0.57625,12.6,2.60862
2015-11-11 11:00,3.565,6.7325,0.5925,13.475,2.90079
2015-11-11 11:15,3.155,7.1875,0.59,12.9,3.50527
2015-11-11 11:30,2.64,7.82003,0.5825,11.45,3.79339
2015-11-11 11:45,3.05,7.72749,0.7725,10.7,3.83422
2015-11-11 12:00,4.235,8.295,0.6375,12.45,3.79426
2015-11-11 12:15,4.125,9.74495,0.66875,14.65,2.60858
2015-11-11 12:30,4.035,9.6325,0.59125,14.725,2.60859
2015-11-11 12:45,2.84,9.1225,0.55125,13.475,2.79906
2015-11-11 13:00,3.655,7.9675,0.49875,11.05,2.91901
2015-11-11 13:15,4.08,7.6275,0.6675,10.1,2.94784
2015-11-11 13:30,3.785,7.74748,0.5875,10.425,2.9645
2015-11-11 13:45,3.255,8.04001,0.4875,9.775,2.90257
2015-11-11 14:00,2.92,9.035,0.48625,10.35,3.07029
2015-11-11 14:15,2.54,12.15002,0.495,10.025,2.87759
2015-11-11 14:30,2.55,11.42999,0.65375,9.975,2.89759
2015-11-11 14:45,2.445,10.12002,0.41375,10.35,2.95541
2015-11-11 15:00,2.38,8.2525,0.4025,9.3,2.78946
2015-11-11 15:15,2.39,7.1975,0.45625,9.2,2.98191
2015-11-11 15:30,2.455,8.63249,0.4875,9.5,3.08722
2015-11-11 15:45,2.595,9.5225,0.42625,9.225,3.05367
2015-11-11 16:00,2.805,9.3625,0.4775,11.25,3.1377
2015-11-11 16:15,2.82,10.07996,0.56125,13.575,3.13766
2015-11-11 16:30,4.205,9.30251,0.55875,13.775,3.36847
2015-11-11 16:45,3.89,8.73749,0.75625,14.3,3.80276
2015-11-11 17:00,3.565,7.925,0.76375,13.2,3.9264
2015-11-11 17:15,2.885,6.7875,0.56625,14.925,3.82221
2015-11-11 17:30,3.63,6.6825,0.69375,16.8,4.31222
2015-11-11 17:45,4.08,6.67,0.8975,17.45,4.00406
2015-11-11 18:00,4.055,6.7775,1.08375,16.475,4.17902
2015-11-11 18:15,3.005,7.71749,0.63375,15.8,4.57148
2015-11-11 18:30,2.96,8.09002,0.76875,14.375,4.67734
2015-11-11 18:45,3.355,7.165,0.97,14.825,4.26804
2015-11-11 19:00,4.51,7.5125,0.78375,14.1,4.1827
2015-11-11 19:15,5.615,6.6325,0.92,13.95,3.59741
2015-11-11 19:30,5.01,6.8375,1.99875,14.3,3.50341
2015-11-11 19:45,3.81,8.40001,1.88,16.825,3.44558
2015-11-11 20:00,3.0,7.0825,1.9875,19.65,3.66091
2015-11-11 20:15,3.08,8.075,1.59375,20.0,3.31233
2015-11-11 20:30,3.48,8.68248,0.75875,19.0,2.80098
2015-11-11 20:45,3.57,9.31254,0.8025,17.7,2.75762
2015-11-11 21:00,3.535,8.73246,1.315,15.55,2.90216
2015-11-11 21:15,3.47,7.64502,1.2775,14.875,3.39675
2015-11-11 21:30,3.795,7.2275,1.02875,14.1,3.47942
2015-11-11 21:45,3.535,8.30001,1.07375,14.8,3.19399
2015-11-11 22:00,3.425,8.1675,1.415,15.45,3.08777
2015-11-11 22:15,3.275,7.6225,2.2,16.4,3.44539
2015-11-11 22:30,3.33,8.85,2.1675,16.1,4.20136
2015-11-11 22:45,3.58,9.31,2.095,16.25,4.25591
2015-11-11 23:00,3.36,9.205,2.15625,14.875,4.6309
2015-11-11 23:15,4.04,8.9625,1.07,15.2,4.15224
2015-11-11 23:30,6.54,8.62004,0.80125,14.85,3.32571
2015-11-11 23:45,7.035,8.71499,2.02625,15.525,3.24335
2015-11-12 00:00,5.055,7.93,1.8325,14.525,3.51024
2015-11-12 00:15,3.935,7.39002,1.81625,14.3,3.38586
2015-11-12 00:30,4.29,7.16,1.6425,13.025,3.17453
2015-11-12 00:45,4.025,7.90256,0.84875,14.075,2.84951
2015-11-12 01:00,3.29,6.88501,0.635,14.825,2.79017
2015-11-12 01:15,3.18,7.31747,0.5625,14.4,2.67281
2015-11-12 01:30,2.99,6.59003,0.6475,14.325,2.51031
2015-11-12 01:45,2.98,6.36502,0.555,12.2,3.42151
2015-11-12 02:00,2.87,6.39752,0.54,13.25,3.37868
2015-11-12 02:15,2.7,6.48749,0.6025,12.025,3.47541
2015-11-12 02:30,2.63,6.18746,0.5625,12.25,3.39238
2015-11-12 02:45,2.575,5.5775,0.51125,11.175,2.65346
2015-11-12 03:00,2.445,6.07748,0.50125,11.225,2.64496
2015-11-12 03:15,2.31,5.75502,0.58,10.925,2.55514
2015-11-12 03:30,2.295,6.40499,0.6375,10.725,2.38879
2015-11-12 03:45,2.275,5.985,0.63,10.425,2.37476
2015-11-12 04:00,2.305,5.385,0.67375,10.625,2.48932
2015-11-12 04:15,2.21,6.01249,0.56375,10.7,2.56562
2015-11-12 04:30,2.245,5.89,0.53375,10.275,2.24625
2015-11-12 04:45,2.24,6.86753,0.515,10.275,2.43486
2015-11-12 05:00,2.155,5.9975,0.61,10.0,2.38884
2015-11-12 05:15,2.17,5.835,0.51125,10.15,2.3063
2015-11-12 05:30,2.175,5.3225,0.55375,10.6,2.43358
2015-11-12 05:45,2.28,5.115,0.66125,10.375,2.21865
2015-11-12 06:00,2.34,5.94252,0.495,10.85,2.51436
2015-11-12 06:15,2.215,5.2725,0.45125,10.8,2.71577
2015-11-12 06:30,2.265,5.4375,0.3975,10.3,2.62642
2015-11-12 06:45,2.285,5.7175,0.3975,10.3,2.79394
2015-11-12 07:00,2.535,5.97,0.28375,10.025,2.74001
2015-11-12 07:15,2.74,5.5975,0.42,10.75,2.5903
2015-11-12 07:30,2.26,5.5925,0.5275,11.125,2.48272
2015-11-12 07:45,2.24,6.34748,0.66875,11.6,2.38653
2015-11-12 08:00,2.405,5.2175,0.38125,11.525,2.69357
2015-11-12 08:15,2.895,6.815,0.5,12.2,2.53844
2015-11-12 08:30,2.895,8.89251,0.41375,11.775,2.67029
2015-11-12 08:45,2.9,7.98,0.46875,11.925,2.67109
2015-11-12 09:00,2.715,7.80251,0.5,12.025,2.74463
2015-11-12 09:15,2.865,8.06749,0.495,12.5,2.67395
2015-11-12 09:30,2.645,6.0725,0.45875,11.4,2.49058
2015-11-12 09:45,2.22,6.50749,0.57875,11.875,2.60656
2015-11-12 10:00,2.27,7.1025,0.46875,15.475,2.53421
2015-11-12 10:15,2.675,6.77748,0.6725,16.525,2.52972
2015-11-12 10:30,3.635,6.37,0.575,16.6,3.06009
2015-11-12 10:45,4.165,6.76998,0.55125,15.825,3.72821
2015-11-12 11:00,4.515,7.55502,0.57,14.05,3.76967
2015-11-12 11:15,3.61,7.53,0.4825,16.45,3.46595
2015-11-12 11:30,2.685,7.96252,0.50625,15.825,2.90235
2015-11-12 11:45,2.65,6.49,0.5,13.825,2.7124
2015-11-12 12:00,3.53,8.26998,0.51625,13.35,2.62709
2015-11-12 12:15,4.575,8.00248,0.53375,12.25,2.58082
2015-11-12 12:30,5.62,7.38253,0.5675,13.4,2.71562
2015-11-12 12:45,4.245,6.84,0.63625,13.425,2.66455
2015-11-12 13:00,3.27,7.2675,0.80125,13.85,2.74056
2015-11-12 13:15,3.145,7.4675,0.8075,13.5,2.64918
2015-11-12 13:30,3.62,7.25,0.735,13.025,2.5425
2015-11-12 13:45,5.68,8.0275,0.90875,15.125,2.75178
2015-11-12 14:00,6.4,6.83,0.79625,15.15,2.82339
2015-11-12 14:15,5.015,6.74751,0.74875,14.95,3.01076
2015-11-12 14:30,3.465,6.7875,0.91375,13.8,3.13124
2015-11-12 14:45,4.81,8.47749,0.95875,13.9,3.05406
2015-11-12 15:00,5.63,8.04751,0.85625,13.175,2.76115
2015-11-12 15:15,5.27,7.74002,0.905,13.425,2.79003
2015-11-12 15:30,3.47,8.26497,0.92125,12.675,3.86636
2015-11-12 15:45,3.345,7.60502,0.755,13.75,4.02185
2015-11-12 16:00,4.225,7.15749,0.74375,13.175,4.28721
2015-11-12 16:15,4.785,7.99498,0.925,15.1,4.7082
2015-11-12 16:30,4.44,7.9075,0.775,15.825,4.04802
2015-11-12 16:45,3.625,7.5475,0.94875,16.05,3.89392
2015-11-12 17:00,3.58,7.5775,0.7325,15.825,3.82361
2015-11-12 17:15,4.065,6.285,0.6525,14.6,2.96619
2015-11-12 17:30,5.44,7.02251,0.70625,14.2,2.86966
2015-11-12 17:45,5.625,7.36003,0.6625,14.425,3.02134
2015-11-12 18:00,4.88,6.55,0.68375,14.05,2.9934
2015-11-12 18:15,3.71,6.74,0.59375,15.175,2.78974
2015-11-12 18:30,3.66,7.95,0.6725,14.95,2.8474
2015-11-12 18:45,3.615,8.785,0.79,16.325,3.08885
2015-11-12 19:00,3.64,9.415,0.84625,16.95,3.61479
2015-11-12 19:15,3.75,9.205,0.855,16.65,3.23211
2015-11-12 19:30,4.84,8.88,0.61,16.45,3.24461
2015-11-12 19:45,4.92,7.145,0.66,15.6,3.30549
2015-11-12 20:00,4.285,7.12255,0.76875,15.425,3.33052
2015-11-12 20:15,3.65,6.94247,0.6175,15.35,3.28395
2015-11-12 20:30,3.76,7.53749,0.7925,15.075,3.11835
2015-11-12 20:45,4.84,6.605,0.78375,15.15,3.31103
2015-11-12 21:00,4.915,8.0875,0.64625,15.35,3.41027
2015-11-12 21:15,4.5,9.24748,0.7475,15.575,3.39369
2015-11-12 21:30,3.805,7.655,0.705,15.575,4.15492
2015-11-12 21:45,3.9,7.3225,0.85125,16.55,4.30948
2015-11-12 22:00,4.31,8.22244,0.89,19.325,4.35848
2015-11-12 22:15,5.53,7.075,1.0,18.7,4.77893
2015-11-12 22:30,5.685,8.15751,0.8775,18.65,4.35278
2015-11-12 22:45,4.935,7.52,0.9225,17.3,3.75972
2015-11-12 23:00,4.105,8.18255,0.98125,17.35,3.70532
2015-11-12 23:15,4.06,7.8275,0.8925,17.075,3.32418
2015-11-12 23:30,3.655,7.2375,0.95875,16.525,2.93024
2015-11-12 23:45,4.645,8.13,0.87625,15.8,3.00572
2015-11-13 00:00,4.55,8.00499,0.9575,15.9,2.82557
2015-11-13 00:15,4.405,7.56752,0.995,15.425,2.50819
2015-11-13 00:30,3.67,7.54249,1.0425,14.475,3.16769
2015-11-13 00:45,3.555,8.10753,1.80875,13.925,2.60337
2015-11-13 01:00,3.645,7.135,1.8525,13.05,2.6716
2015-11-13 01:15,3.54,7.02753,1.84625,13.825,2.87707
2015-11-13 01:30,3.455,7.02502,1.24375,13.25,3.84025
2015-11-13 01:45,3.49,7.59504,0.70375,13.475,2.95067
2015-11-13 02:00,3.4,6.56001,0.6825,13.525,2.70344
2015-11-13 02:15,3.425,6.3175,0.525,12.225,2.68477
2015-11-13 02:30,3.23,5.855,0.6125,12.1,2.78327
2015-11-13 02:45,3.135,6.26001,0.525,11.675,2.7854
2015-11-13 03:00,3.135,6.12753,0.80375,11.4,2.60377
2015-11-13 03:15,3.04,5.87,0.82375,11.4,2.43716
2015-11-13 03:30,2.9,5.27501,0.66375,10.5,2.33657
2015-11-13 03:45,2.875,5.56002,0.485,11.2,2.37284
2015-11-13 04:00,2.955,5.3375,0.7025,10.475,2.50782
2015-11-13 04:15,2.84,5.52002,0.81125,11.1,2.43865
2015-11-13 04:30,2.89,5.2375,0.50625,10.475,2.46992
2015-11-13 04:45,2.71,6.11751,0.44125,11.0,2.30765
2015-11-13 05:00,2.615,5.8525,0.7725,10.35,2.23141
2015-11-13 05:15,2.6,6.19749,0.5825,11.325,2.25618
2015-11-13 05:30,2.685,5.2125,0.515,10.325,2.1835
2015-11-13 05:45,2.655,5.0075,0.72125,10.825,2.28279
2015-11-13 06:00,2.62,4.9675,0.63,10.2,2.42524
2015-11-13 06:15,2.695,6.575,0.45375,10.625,2.64811
2015-11-13 06:30,2.675,5.75247,0.81875,9.975,2.88201
2015-11-13 06:45,2.77,6.05996,0.8575,11.2,2.81266
2015-11-13 07:00,2.765,5.44,0.60375,9.975,2.8462
2015-11-13 07:15,2.735,5.565,0.93875,11.0,2.81356
2015-11-13 07:30,2.915,6.50248,0.99125,11.35,2.64988
2015-11-13 07:45,2.945,6.19247,1.07125,12.025,2.71517
2015-11-13 08:00,2.92,6.0375,0.865,11.675,2.6368
2015-11-13 08:15,2.895,7.06502,0.84875,12.725,2.54612
2015-11-13 08:30,3.2,7.55753,0.605,12.575,2.58953
2015-11-13 08:45,3.17,6.655,0.7625,13.025,2.69215
2015-11-13 09:00,3.075,7.2425,0.875,12.3,2.69966
2015-11-13 09:15,3.17,8.2475,0.7925,11.975,2.53767
2015-11-13 09:30,3.05,8.76251,0.71,12.325,2.41557
