Facility,Barrows,Dascomb,Fairchild,Kahn,Price
2020-02-19 15:45,3.54,,1.0875,9.75,3.43666
2020-02-19 16:00,3.41,,1.02375,10.15,3.88895
2020-02-19 16:15,3.705,,0.92625,11.9,4.39522
2020-02-19 16:30,4.46,,1.1775,12.875,4.18051
2020-02-19 16:45,5.495,,0.9675,12.8,4.0245
2020-02-19 17:00,5.33,,0.90625,13.6,4.47466
2020-02-19 17:15,4.8,,0.97125,16.175,4.10485
2020-02-19 17:30,4.64,,0.95125,15.5,3.80257
2020-02-19 17:45,4.15,,1.02375,15.0,3.78292
2020-02-19 18:00,4.25,,1.22875,12.775,3.35913
2020-02-19 18:15,4.565,,1.885,12.8,3.22322
2020-02-19 18:30,4.8,,2.0175,12.225,3.18938
2020-02-19 18:45,6.055,,1.87375,12.875,3.02693
2020-02-19 19:00,5.98,,1.77375,11.95,3.23421
2020-02-19 19:15,6.925,,1.2175,12.975,2.96935
2020-02-19 19:30,6.13,,1.17375,12.15,2.8057
2020-02-19 19:45,6.04,,1.43875,13.15,2.9185
2020-02-19 20:00,7.08,,1.31125,12.85,3.04221
2020-02-19 20:15,7.1,,2.0625,13.75,3.04061
2020-02-19 20:30,7.255,,2.5025,16.35,2.96052
2020-02-19 20:45,6.605,,3.52,20.575,2.94256
2020-02-19 21:00,6.61,,3.0025,19.9,2.42834
2020-02-19 21:15,6.395,,2.28875,17.5,3.42078
2020-02-19 21:30,6.395,,2.7275,14.8,3.43239
2020-02-19 21:45,6.25,,2.265,16.525,3.69918
2020-02-19 22:00,5.795,,2.8275,17.3,4.27267
2020-02-19 22:15,6.965,,2.95875,15.6,4.63047
2020-02-19 22:30,6.73,,2.38875,14.125,5.51831
2020-02-19 22:45,5.84,,2.62625,15.475,5.05945
2020-02-19 23:00,5.23,,2.9325,15.3,4.69672
2020-02-19 23:15,4.59,,2.76625,15.25,3.98123
2020-02-19 23:30,4.575,,2.25625,14.075,3.78101
2020-02-19 23:45,6.0,,1.325,14.825,3.96441
2020-02-20 00:00,5.91,,1.13375,13.325,3.62466
2020-02-20 00:15,6.735,,1.14,15.0,3.37416
2020-02-20 00:30,7.075,,1.0225,15.9,3.41946
2020-02-20 00:45,6.985,,1.1225,15.8,3.0701
2020-02-20 01:00,6.42,,0.88875,14.725,2.8726
2020-02-20 01:15,5.125,,0.855,12.675,2.87411
2020-02-20 01:30,4.795,,1.0,12.475,3.0448
2020-02-20 01:45,3.82,,0.9025,12.35,2.97571
2020-02-20 02:00,4.8,,0.885,12.0,2.96252
2020-02-20 02:15,5.135,,0.8975,11.45,3.01268
2020-02-20 02:30,4.11,,0.88875,11.55,2.99302
2020-02-20 02:45,4.88,,0.79625,10.5,2.81822
2020-02-20 03:00,4.41,,0.71625,10.375,2.95152
2020-02-20 03:15,4.07,,0.68,10.1,2.59084
2020-02-20 03:30,3.795,,0.74875,10.275,2.41923
2020-02-20 03:45,3.375,,0.705,9.4,2.30955
2020-02-20 04:00,3.41,,0.6825,9.8,2.45156
2020-02-20 04:15,3.4,,0.84375,9.125,2.40592
2020-02-20 04:30,3.345,,0.8075,9.925,2.35541
2020-02-20 04:45,3.38,,0.6975,9.225,2.36533
2020-02-20 05:00,3.4,,0.605,9.725,2.07834
2020-02-20 05:15,3.46,,0.74125,9.575,2.71815
2020-02-20 05:30,3.405,,0.73125,11.3,2.95423
2020-02-20 05:45,3.32,,0.7,11.325,2.81331
2020-02-20 06:00,3.33,,0.65,11.2,3.12697
2020-02-20 06:15,3.31,,0.6775,9.625,3.60173
2020-02-20 06:30,3.285,,0.85125,10.175,3.63924
2020-02-20 06:45,3.29,,0.7,9.575,3.96658
2020-02-20 07:00,3.44,,0.625,10.675,3.88901
2020-02-20 07:15,3.545,,0.71,10.325,4.08825
2020-02-20 07:30,4.5,,0.9525,11.025,3.89208
2020-02-20 07:45,5.665,,0.97,10.375,3.82136
2020-02-20 08:00,5.525,,0.9975,11.225,3.52095
2020-02-20 08:15,6.21,,0.9025,11.2,3.2928
2020-02-20 08:30,5.09,,0.84625,11.475,2.93459
2020-02-20 08:45,5.195,,0.9225,11.2,3.08668
2020-02-20 09:00,5.16,,0.7775,11.525,3.07507
2020-02-20 09:15,5.145,,0.785,10.95,3.13237
2020-02-20 09:30,5.375,,0.8925,10.5,3.15555
2020-02-20 09:45,6.165,,0.88625,11.675,3.38345
2020-02-20 10:00,6.645,,0.68375,11.15,4.83307
2020-02-20 10:15,5.435,,0.75875,10.75,4.4747
2020-02-20 10:30,4.4,,0.99875,11.475,3.64142
2020-02-20 10:45,5.635,,1.78625,11.075,3.42497
2020-02-20 11:00,6.725,,1.4875,11.85,2.96144
2020-02-20 11:15,6.69,,1.27125,13.325,2.99412
2020-02-20 11:30,6.255,,1.235,12.85,3.07852
2020-02-20 11:45,4.36,,0.90875,13.0,2.99769
2020-02-20 12:00,3.875,,0.73375,14.725,3.00179
2020-02-20 12:15,4.615,,0.8325,13.825,2.76848
2020-02-20 12:30,6.09,,0.92625,14.075,2.77646
2020-02-20 12:45,6.065,,0.9175,12.8,2.79118
2020-02-20 13:00,5.485,,0.95875,11.3,3.01023
2020-02-20 13:15,4.46,,0.79625,10.075,3.01213
2020-02-20 13:30,3.64,,0.7675,10.5,2.51924
2020-02-20 13:45,4.61,,0.70875,9.725,2.56524
2020-02-20 14:00,5.745,,0.785,9.125,2.51761
2020-02-20 14:15,5.34,,0.62375,8.95,2.45888
2020-02-20 14:30,5.135,,0.73125,9.55,2.91381
2020-02-20 14:45,5.175,,0.81,10.425,2.72341
2020-02-20 15:00,4.8,,1.02375,8.575,2.94703
2020-02-20 15:15,4.56,,0.74125,13.425,3.73147
2020-02-20 15:30,4.51,,1.31625,11.825,3.48408
2020-02-20 15:45,5.26,,1.89,12.525,3.44037
2020-02-20 16:00,5.245,,1.555,10.425,3.1865
2020-02-20 16:15,5.13,,1.33125,14.625,3.06581
2020-02-20 16:30,5.16,,0.925,14.975,3.42661
2020-02-20 16:45,4.715,,0.90625,14.625,4.02188
2020-02-20 17:00,4.315,,1.02625,15.075,3.17658
2020-02-20 17:15,3.73,,1.39375,16.675,2.88527
2020-02-20 17:30,5.275,,1.7475,15.4,2.57634
2020-02-20 17:45,5.99,,1.735,14.725,2.61721
2020-02-20 18:00,5.815,,2.8125,14.525,2.71458
2020-02-20 18:15,6.895,,2.645,13.875,3.17075
2020-02-20 18:30,6.2,,2.895,13.175,3.0269
2020-02-20 18:45,7.01,,2.78375,13.175,3.25623
2020-02-20 19:00,6.07,,1.68,12.85,3.43932
2020-02-20 19:15,5.38,,1.35375,13.175,2.81329
2020-02-20 19:30,5.72,,0.93,15.075,2.7228
2020-02-20 19:45,4.965,,0.95375,15.275,3.63334
2020-02-20 20:00,4.89,,2.02625,15.225,3.64846
2020-02-20 20:15,4.65,,2.04,14.075,3.52625
2020-02-20 20:30,4.105,,2.74375,14.2,3.50581
2020-02-20 20:45,4.085,,2.09625,15.45,3.03556
2020-02-20 21:00,4.07,,1.81375,15.325,3.06431
2020-02-20 21:15,4.185,,2.3875,16.0,3.11603
2020-02-20 21:30,4.19,,2.17125,15.125,3.32802
2020-02-20 21:45,4.445,,2.2325,16.525,3.53434
2020-02-20 22:00,4.71,,1.47125,14.825,3.42215
2020-02-20 22:15,5.565,,1.16625,14.575,3.32398
2020-02-20 22:30,5.52,,1.29375,13.6,3.32796
2020-02-20 22:45,5.375,,1.115,14.7,3.55502
2020-02-20 23:00,5.29,,2.055,17.4,3.60231
2020-02-20 23:15,4.5,,2.64625,16.575,3.18197
2020-02-20 23:30,4.58,,2.37125,14.475,3.05512
2020-02-20 23:45,4.405,,2.02875,13.825,3.03115
2020-02-21 00:00,4.575,,1.84125,13.2,2.68891
2020-02-21 00:15,4.325,,1.79125,13.025,3.72526
2020-02-21 00:30,5.02,,1.41125,12.6,3.92959
2020-02-21 00:45,5.13,,0.99875,12.65,3.97325
2020-02-21 01:00,5.01,,1.09875,12.125,3.69551
2020-02-21 01:15,4.67,,1.2025,12.075,2.84352
2020-02-21 01:30,3.725,,0.93,11.25,2.4167
2020-02-21 01:45,3.515,,0.91875,10.8,2.30774
2020-02-21 02:00,3.64,,0.97125,10.75,2.42164
2020-02-21 02:15,3.72,,0.845,10.6,2.64402
2020-02-21 02:30,3.395,,0.8075,10.225,2.97779
2020-02-21 02:45,3.34,,0.92,10.225,2.77873
2020-02-21 03:00,3.41,,0.81,9.65,2.58466
2020-02-21 03:15,3.39,,1.095,9.95,2.97673
2020-02-21 03:30,3.285,,0.795,9.6,2.7662
2020-02-21 03:45,3.335,,0.74375,9.725,2.81979
2020-02-21 04:00,3.255,,0.8625,9.6,2.76524
2020-02-21 04:15,3.185,,0.685,9.7,2.63408
2020-02-21 04:30,3.23,,0.685,9.375,2.56883
2020-02-21 04:45,3.22,,0.83875,9.475,2.81668
2020-02-21 05:00,3.2,,0.76,9.25,2.65757
2020-02-21 05:15,3.315,,0.8325,9.525,2.59672
2020-02-21 05:30,3.39,,0.74,9.375,2.54134
2020-02-21 05:45,3.38,,0.8075,9.925,2.5437
2020-02-21 06:00,3.81,,0.625,9.875,2.98683
2020-02-21 06:15,4.505,,0.67375,10.05,3.2935
2020-02-21 06:30,4.51,,0.6825,10.175,3.38959
2020-02-21 06:45,4.505,,0.84,10.4,3.59708
2020-02-21 07:00,3.89,,0.72375,10.625,3.52797
2020-02-21 07:15,3.355,,0.96,10.3,3.32782
2020-02-21 07:30,3.335,,0.7975,11.65,3.24868
2020-02-21 07:45,3.56,,0.96125,12.175,3.30406
2020-02-21 08:00,3.44,,0.7225,12.3,3.29445
2020-02-21 08:15,3.61,,0.71625,11.225,3.24083
2020-02-21 08:30,3.525,,0.695,11.125,3.7749
2020-02-21 08:45,3.495,,0.72,10.825,3.61029
2020-02-21 09:00,3.335,,0.975,11.75,3.65102
2020-02-21 09:15,3.39,,0.93625,12.775,3.52805
2020-02-21 09:30,3.675,,0.87375,12.425,3.54673
2020-02-21 09:45,3.515,,0.8275,11.15,3.45242
2020-02-21 10:00,3.555,,0.72,11.925,3.25673
2020-02-21 10:15,3.485,,2.52375,10.375,3.08265
2020-02-21 10:30,4.72,,2.46125,9.225,3.27441
2020-02-21 10:45,5.685,,1.885,7.975,3.24369
2020-02-21 11:00,5.49,,1.98,9.225,3.10274
2020-02-21 11:15,5.265,,0.94125,9.7,3.27072
2020-02-21 11:30,4.485,,0.795,10.75,3.64593
2020-02-21 11:45,5.215,,0.89375,9.75,3.66634
2020-02-21 12:00,5.77,,1.45625,11.8,3.50894
2020-02-21 12:15,5.57,,1.61,14.075,3.43006
2020-02-21 12:30,5.59,,1.435,14.375,3.25072
2020-02-21 12:45,4.33,,2.0525,11.35,3.38706
2020-02-21 13:00,4.025,,2.07625,9.925,3.27407
2020-02-21 13:15,3.86,,2.1875,11.35,3.31729
2020-02-21 13:30,3.605,,1.96625,11.2,3.23976
2020-02-21 13:45,3.795,,1.4375,14.175,3.32205
2020-02-21 14:00,3.6,,2.1175,13.525,3.24848
2020-02-21 14:15,3.52,,2.73625,13.0,4.02457
2020-02-21 14:30,3.84,,2.43125,11.725,3.76966
2020-02-21 14:45,5.765,,1.74625,11.575,3.66575
2020-02-21 15:00,5.8,,0.95125,10.175,3.75938
2020-02-21 15:15,5.475,,0.87375,10.575,3.69167
2020-02-21 15:30,5.13,,0.925,11.275,3.78809
2020-02-21 15:45,3.835,,0.95875,12.925,3.71075
2020-02-21 16:00,3.95,,2.45875,12.225,3.21468
2020-02-21 16:15,4.04,,2.3975,11.9,2.92255
2020-02-21 16:30,4.1,,1.8125,11.025,2.65056
2020-02-21 16:45,4.14,,1.44375,12.1,2.65319
2020-02-21 17:00,4.11,,0.895,12.475,2.71418
2020-02-21 17:15,5.03,,0.86875,11.85,2.78168
2020-02-21 17:30,5.32,,1.82375,13.3,2.91938
2020-02-21 17:45,6.26,,1.7675,15.3,2.99901
2020-02-21 18:00,5.465,,2.92875,15.525,2.984
2020-02-21 18:15,5.575,,2.405,13.85,3.33156
2020-02-21 18:30,5.455,,1.89,14.1,3.50932
2020-02-21 18:45,7.16,,1.55625,14.775,3.37387
2020-02-21 19:00,6.84,,0.9725,16.25,3.4557
2020-02-21 19:15,6.72,,1.865,15.7,3.54885
2020-02-21 19:30,6.395,,2.14,15.1,3.62815
2020-02-21 19:45,6.79,,1.80875,13.025,3.41103
2020-02-21 20:00,7.25,,1.5775,12.575,4.2682
2020-02-21 20:15,6.395,,1.00875,12.775,4.89614
2020-02-21 20:30,5.74,,2.04,14.4,4.42484
2020-02-21 20:45,4.915,,1.80875,15.05,4.32718
2020-02-21 21:00,5.445,,1.60625,16.075,3.76879
2020-02-21 21:15,5.48,,1.52,16.575,3.48047
2020-02-21 21:30,5.955,,1.14625,18.025,3.45376
2020-02-21 21:45,6.905,,1.285,18.2,3.43537
2020-02-21 22:00,6.685,,1.115,17.45,3.55165
2020-02-21 22:15,7.31,,1.175,16.45,3.66643
2020-02-21 22:30,6.14,,1.19875,15.075,4.02309
2020-02-21 22:45,5.24,,1.24,13.8,3.78457
2020-02-21 23:00,4.63,,1.16875,12.925,3.80272
2020-02-21 23:15,5.61,,1.08875,13.075,3.67286
2020-02-21 23:30,7.065,,1.06875,13.3,3.4096
2020-02-21 23:45,6.1,,1.28,14.05,3.43823
2020-02-22 00:00,5.93,,1.1175,16.25,2.41875
2020-02-22 00:15,5.575,,0.96625,14.575,1.9572
2020-02-22 00:30,5.725,,1.07125,14.175,2.05502
2020-02-22 00:45,4.99,,1.07375,12.8,2.27451
2020-02-22 01:00,4.795,,1.0675,13.65,2.91741
2020-02-22 01:15,4.43,,1.09,12.6,3.6901
2020-02-22 01:30,3.93,,1.1125,12.9,3.70671
2020-02-22 01:45,4.035,,1.05625,12.5,3.16065
2020-02-22 02:00,3.99,,1.1325,12.55,2.61446
2020-02-22 02:15,3.93,,1.11625,11.95,2.2937
2020-02-22 02:30,3.875,,1.1,12.175,2.49472
2020-02-22 02:45,3.6,,0.9425,11.675,2.33825
2020-02-22 03:00,3.685,,0.89,11.75,2.27066
2020-02-22 03:15,3.775,,0.88875,11.275,2.25667
2020-02-22 03:30,3.575,,1.08625,10.825,2.48401
2020-02-22 03:45,3.635,,0.915,10.3,2.29358
2020-02-22 04:00,3.58,,0.72875,10.325,2.04861
2020-02-22 04:15,3.48,,0.82125,9.525,2.21387
2020-02-22 04:30,3.445,,0.775,9.8,2.16552
2020-02-22 04:45,3.36,,0.68875,9.6,2.10871
2020-02-22 05:00,3.505,,0.66875,10.275,2.2285
2020-02-22 05:15,3.345,,0.76125,9.75,2.0213
2020-02-22 05:30,3.275,,0.72625,9.95,1.99344
2020-02-22 05:45,3.28,,0.6675,9.525,2.13202
2020-02-22 06:00,3.23,,0.64125,10.0,2.66106
2020-02-22 06:15,3.25,,0.65625,9.5,2.79365
2020-02-22 06:30,3.26,,0.88375,10.125,2.69196
2020-02-22 06:45,3.465,,0.755,9.725,3.16974
2020-02-22 07:00,3.51,,0.6625,10.1,3.29898
2020-02-22 07:15,3.285,,0.64125,9.725,3.3973
2020-02-22 07:30,3.315,,0.6975,10.65,3.45653
2020-02-22 07:45,3.27,,0.74375,10.35,3.47463
2020-02-22 08:00,6.04,,0.59125,10.225,3.34684
2020-02-22 08:15,6.565,,0.6925,9.85,2.93175
2020-02-22 08:30,6.43,,0.79125,10.025,3.28203
2020-02-22 08:45,5.87,,0.91875,8.95,3.53047
2020-02-22 09:00,3.7,,1.27,9.35,3.07951
2020-02-22 09:15,4.935,,1.09875,9.275,3.07689
2020-02-22 09:30,5.765,,1.70125,10.05,3.12462
2020-02-22 09:45,6.6,,1.60125,10.775,3.25462
2020-02-22 10:00,6.235,,1.57375,12.4,3.14503
2020-02-22 10:15,5.17,,1.54125,13.25,3.23705
2020-02-22 10:30,6.225,,1.3775,12.85,2.68058
2020-02-22 10:45,6.58,,1.7575,10.6,2.58124
2020-02-22 11:00,6.225,,1.445,9.3,2.25741
2020-02-22 11:15,6.205,,1.39875,9.275,2.21774
2020-02-22 11:30,5.65,,1.21375,9.925,2.97721
2020-02-22 11:45,4.775,,1.585,9.75,3.30853
2020-02-22 12:00,5.7,,2.9925,9.925,3.30423
2020-02-22 12:15,5.715,,2.85625,11.725,3.13016
2020-02-22 12:30,4.69,,2.18875,12.55,2.62864
2020-02-22 12:45,4.91,,1.41125,9.125,2.14065
2020-02-22 13:00,4.62,,1.10375,9.05,2.09946
2020-02-22 13:15,4.77,,1.9325,10.625,2.97879
2020-02-22 13:30,4.655,,1.95625,10.975,4.08128
2020-02-22 13:45,5.19,,1.9575,10.3,3.8307
2020-02-22 14:00,4.83,,2.1675,8.925,3.74798
2020-02-22 14:15,4.825,,2.06,9.25,4.12656
2020-02-22 14:30,4.73,,2.865,8.75,3.36353
2020-02-22 14:45,4.78,,2.45875,8.925,2.73593
2020-02-22 15:00,4.6,,2.9375,11.175,2.575
2020-02-22 15:15,5.105,,1.66,12.05,2.87605
2020-02-22 15:30,5.335,,1.87625,12.575,2.56012
2020-02-22 15:45,5.895,,2.2475,11.6,2.58861
2020-02-22 16:00,6.465,,2.51125,12.825,3.66616
2020-02-22 16:15,5.985,,2.56125,13.6,4.62771
2020-02-22 16:30,5.5,,1.91375,12.825,4.69022
2020-02-22 16:45,5.45,,2.05375,11.375,4.81748
2020-02-22 17:00,5.505,,2.26625,10.5,3.68012
2020-02-22 17:15,5.135,,2.1075,12.025,4.52223
2020-02-22 17:30,4.805,,1.81375,14.0,4.63179
2020-02-22 17:45,4.25,,1.16625,13.4,3.82432
2020-02-22 18:00,4.12,,0.8275,13.725,3.449
2020-02-22 18:15,4.175,,0.895,15.5,3.10824
2020-02-22 18:30,5.01,,0.7825,16.25,3.05769
2020-02-22 18:45,5.465,,0.94375,13.65,2.95988
2020-02-22 19:00,5.26,,1.0825,12.8,3.19342
2020-02-22 19:15,5.085,,1.04,13.3,3.43678
2020-02-22 19:30,4.445,,1.1175,12.925,3.30074
2020-02-22 19:45,4.595,,1.07625,13.375,3.01895
2020-02-22 20:00,6.31,,0.91,12.975,2.88819
2020-02-22 20:15,6.925,,1.1275,13.65,3.04075
2020-02-22 20:30,7.345,,1.0875,13.125,2.95858
2020-02-22 20:45,6.465,,1.12125,13.6,2.67055
2020-02-22 21:00,4.26,,1.38,14.1,2.42581
2020-02-22 21:15,4.325,,1.42125,14.65,2.37466
2020-02-22 21:30,4.385,,1.4125,14.25,2.39731
2020-02-22 21:45,4.34,,1.33375,15.225,2.50043
2020-02-22 22:00,4.515,,1.3225,16.1,2.63373
2020-02-22 22:15,4.55,,1.74,16.925,2.91035
2020-02-22 22:30,5.66,,2.2975,14.6,3.05924
2020-02-22 22:45,5.635,,2.3725,13.975,3.02698
2020-02-22 23:00,5.16,,2.85875,14.825,3.02804
2020-02-22 23:15,4.975,,2.1825,15.175,3.20564
2020-02-22 23:30,4.38,,3.0525,13.975,4.76595
2020-02-22 23:45,4.455,,2.72875,13.15,4.52389
2020-02-23 00:00,4.3,,2.26625,12.425,3.71615
2020-02-23 00:15,4.09,,2.07,13.05,3.2393
2020-02-23 00:30,4.08,,1.9325,12.5,3.05277
2020-02-23 00:45,4.29,,1.96625,13.775,3.35728
2020-02-23 01:00,4.255,,1.895,13.425,3.13469
2020-02-23 01:15,4.77,,1.49375,13.425,3.0184
2020-02-23 01:30,5.1,,1.43875,12.3,2.36727
2020-02-23 01:45,4.8,,1.78125,12.45,2.12624
2020-02-23 02:00,4.69,,1.49875,12.2,2.21206
2020-02-23 02:15,4.06,,1.4275,12.725,2.07285
2020-02-23 02:30,4.085,,1.23,12.2,2.29771
2020-02-23 02:45,3.965,,0.99,12.275,2.39758
2020-02-23 03:00,4.025,,0.96875,11.15,2.2524
2020-02-23 03:15,4.355,,0.78875,12.175,2.0324
2020-02-23 03:30,3.76,,0.82625,11.2,1.95755
2020-02-23 03:45,3.64,,0.99,11.025,1.99057
2020-02-23 04:00,3.485,,0.79,10.25,2.02823
2020-02-23 04:15,3.515,,0.74375,10.6,2.16354
2020-02-23 04:30,3.64,,0.7475,9.825,2.06347
2020-02-23 04:45,3.49,,0.66625,10.6,1.9836
2020-02-23 05:00,3.4,,0.64625,9.625,1.98329
2020-02-23 05:15,3.39,,0.69125,9.525,1.9274
2020-02-23 05:30,3.325,,0.7225,9.1,1.87099
2020-02-23 05:45,3.205,,0.80625,9.05,1.95527
2020-02-23 06:00,3.32,,0.87,9.35,2.43611
2020-02-23 06:15,3.365,,0.62625,8.9,2.75736
2020-02-23 06:30,3.3,,0.60625,9.3,2.69217
2020-02-23 06:45,3.465,,0.68125,8.95,2.60215
2020-02-23 07:00,3.26,,0.61875,9.65,2.48378
2020-02-23 07:15,3.075,,0.65875,9.15,2.40007
2020-02-23 07:30,3.135,,0.6925,9.35,2.56439
2020-02-23 07:45,3.32,,0.66625,8.65,2.75358
2020-02-23 08:00,3.275,,0.77375,9.45,2.3535
2020-02-23 08:15,3.4,,0.8425,8.875,2.30862
2020-02-23 08:30,3.42,,0.80125,9.85,2.30776
2020-02-23 08:45,3.44,,0.74375,9.75,2.21484
2020-02-23 09:00,3.305,,0.7575,12.725,2.18094
2020-02-23 09:15,3.41,,1.675,12.25,2.5297
2020-02-23 09:30,3.48,,1.82875,12.225,2.34943
2020-02-23 09:45,3.605,,1.86125,12.375,2.05157
2020-02-23 10:00,3.975,,1.65,13.35,1.77838
2020-02-23 10:15,5.18,,1.01375,12.425,1.84291
2020-02-23 10:30,5.825,,0.81,12.2,1.93268
2020-02-23 10:45,5.795,,0.79,10.425,2.27675
2020-02-23 11:00,5.94,,0.8125,11.175,2.28505
2020-02-23 11:15,5.02,,0.77,10.325,1.79477
2020-02-23 11:30,5.69,,0.805,10.825,1.73544
2020-02-23 11:45,5.19,,0.8075,12.125,1.81085
2020-02-23 12:00,5.015,,0.80875,12.75,2.041
2020-02-23 12:15,5.215,,0.96875,11.225,2.56346
2020-02-23 12:30,5.065,,0.99125,10.475,2.9586
2020-02-23 12:45,4.985,,1.09875,10.675,2.66113
2020-02-23 13:00,4.775,,1.7775,11.025,2.74068
2020-02-23 13:15,5.315,,1.8175,10.6,2.34899
2020-02-23 13:30,5.68,,1.35125,9.925,1.99315
2020-02-23 13:45,5.735,,1.27,9.975,1.90994
2020-02-23 14:00,6.075,,0.83625,9.9,1.79578
2020-02-23 14:15,6.055,,0.8675,8.85,1.88818
2020-02-23 14:30,5.66,,0.96375,9.15,2.15882
2020-02-23 14:45,5.825,,0.955,10.85,2.13951
2020-02-23 15:00,5.05,,0.865,10.8,2.06765
2020-02-23 15:15,5.885,,0.8575,12.075,2.88137
2020-02-23 15:30,6.055,,0.9675,10.95,3.02679
2020-02-23 15:45,5.995,,0.99625,10.6,3.24029
2020-02-23 16:00,5.84,,0.85875,11.7,3.15213
2020-02-23 16:15,5.485,,1.4175,12.8,2.35702
2020-02-23 16:30,4.625,,2.76,13.2,2.02488
2020-02-23 16:45,4.09,,2.515,11.975,1.8611
2020-02-23 17:00,4.155,,2.24375,10.65,1.95489
2020-02-23 17:15,5.14,,1.61125,12.65,2.01005
2020-02-23 17:30,5.465,,0.94375,12.45,2.07038
2020-02-23 17:45,5.465,,0.9675,11.7,2.34532
2020-02-23 18:00,5.65,,0.985,11.65,2.48247
2020-02-23 18:15,5.085,,1.09375,12.175,2.26962
2020-02-23 18:30,6.0,,1.205,14.2,2.7554
2020-02-23 18:45,5.365,,1.17,13.475,2.86605
2020-02-23 19:00,5.18,,1.955,13.475,2.57353
2020-02-23 19:15,5.16,,2.00375,13.9,2.55071
2020-02-23 19:30,4.32,,2.7125,14.325,2.43244
2020-02-23 19:45,5.045,,3.25,13.575,2.33161
2020-02-23 20:00,5.76,,2.37875,13.25,2.69193
2020-02-23 20:15,6.885,,2.19375,13.625,2.62755
2020-02-23 20:30,6.745,,2.455,14.55,2.86541
2020-02-23 20:45,6.845,,2.81375,13.55,2.99358
2020-02-23 21:00,7.01,,2.40125,14.75,2.98972
2020-02-23 21:15,7.27,,2.87875,14.6,2.54036
2020-02-23 21:30,7.445,,2.69625,15.0,2.92727
2020-02-23 21:45,7.5,,3.04375,14.325,3.65514
2020-02-23 22:00,7.09,,2.63875,14.175,3.7027
2020-02-23 22:15,6.46,,2.2675,13.45,3.9992
2020-02-23 22:30,6.785,,1.4825,14.55,3.44583
2020-02-23 22:45,6.58,,1.905,16.225,3.25843
2020-02-23 23:00,6.525,,2.16375,17.35,3.77201
2020-02-23 23:15,6.225,,2.22375,16.875,3.72463
2020-02-23 23:30,5.95,,2.53625,15.525,3.59953
2020-02-23 23:45,4.61,,2.55625,15.95,3.73914
2020-02-24 00:00,4.39,,2.52125,15.0,3.15933
2020-02-24 00:15,4.3,,2.33625,13.025,2.72331
2020-02-24 00:30,4.325,,1.6625,13.2,2.45169
